t_s,dL_pct,dR_pct,dV,xa_mm,z_mm,eps_ei_pct,d_ei_mm,eps_act_pct,d_act_mm,latency_us
18482.1648,-0.154,0.0382,2.6373,0.0,0.0,0.4584,25.0,0.0,36.0,1069.06
18482.1648,-0.13,0.0344,-0.4783,0.0,0.0,0.4584,29.46,0.0,36.0,1069.06
18482.1821,-0.188,0.0382,1.8041,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18482.1821,-0.164,0.0344,0.6122,0.0,0.0,0.4584,25.0,0.0,36.0,1068.77
18482.1821,-0.138,0.0267,2.5214,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18482.1821,-0.158,0.0306,-1.3876,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18482.2295,-0.162,0.0306,0.2934,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18482.2295,-0.2459,0.0306,-1.2608,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18482.2295,-0.174,0.0382,-2.6048,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18482.2295,-0.134,0.0344,-1.518,0.0,0.0,0.4584,29.46,0.0,36.0,1068.8
18482.2295,-0.176,0.0344,-4.1481,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18482.2881,-0.178,0.0306,-3.3185,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18482.2881,-0.2259,0.0382,-0.4964,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18482.2881,-0.166,0.0344,-1.6158,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18482.2881,-0.176,0.0382,-0.942,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18482.2881,-0.188,0.042,-2.2752,0.0,0.0,0.4584,25.0,0.0,36.0,1068.58
18482.3249,-0.164,0.0459,-2.3223,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18482.3249,-0.162,0.0459,-0.7427,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18482.3249,-0.16,0.042,-0.8405,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18482.3249,-0.194,0.042,0.1594,0.0,0.0,0.4584,25.0,0.0,36.0,1068.81
18482.3249,-0.18,0.0382,3.2025,0.0,0.0,0.4584,25.0,0.0,36.0,1068.75
18482.3729,-0.19,0.042,-5.0176,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18482.3729,-0.16,0.0382,-0.3696,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18482.3729,-0.182,0.0382,-0.779,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18482.3729,-0.166,0.0382,-0.8876,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18482.3729,-0.17,0.0382,-2.1773,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18482.4202,-0.142,0.0344,-2.7896,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18482.4202,-0.174,0.0382,-2.5795,0.0,0.0,0.4584,25.0,0.0,36.0,1068.61
18482.4202,-0.2079,0.042,-3.0142,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18482.4202,-0.2159,0.042,-4.3836,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18482.4202,-0.136,0.042,-0.9746,0.0,0.0,0.4584,29.46,0.0,36.0,1068.65
18482.473,-0.2039,0.0382,-1.6158,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18482.473,-0.162,0.0344,-3.2425,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18482.473,-0.186,0.0306,-1.7571,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18482.473,-0.2199,0.0267,-1.2101,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18482.473,-0.174,0.0267,-2.4128,0.0,0.0,0.3373,25.0,0.0,36.0,1068.67
18482.5392,-0.19,0.0306,-3.0649,0.0,0.0,0.4584,25.0,0.0,36.0,1068.62
18482.5392,-0.17,0.0306,-2.8077,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18482.5392,-0.194,0.0267,-1.6557,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18482.5392,-0.176,0.0267,-0.4819,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18482.5392,-0.192,0.0267,0.1702,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18482.6001,-0.176,0.0306,-5.3256,0.0,0.0,0.4584,25.0,0.0,36.0,1068.76
18482.6001,-0.164,0.0382,-3.1446,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18482.6001,-0.144,0.042,-1.1847,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18482.6001,-0.15,0.0382,0.4492,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18482.6001,-0.2179,0.0344,-1.5252,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18482.6258,-0.188,0.0382,-5.0285,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18482.6258,-0.142,0.0306,-0.0798,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18482.6258,-0.188,0.0267,-3.0323,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18482.6258,-0.196,0.0267,-1.6557,0.0,0.0,0.3373,25.0,0.0,36.0,1068.73
18482.6258,-0.1999,0.0306,-2.0759,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18482.6735,-0.166,0.0344,-0.9021,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18482.6735,-0.186,0.0344,-0.6594,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18482.6735,-0.184,0.0382,2.036,0.0,0.0,0.4584,25.0,0.0,36.0,1068.55
18482.6735,-0.2099,0.0344,-1.6122,0.0,0.0,0.4584,25.0,0.0,36.0,1068.65
18482.6735,-0.158,0.0344,-3.5287,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18482.7213,-0.15,0.0306,-3.6301,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18482.7213,-0.178,0.0267,-2.7425,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18482.7213,-0.172,0.0306,-1.5289,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18482.7213,-0.19,0.0306,-3.7496,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18482.7213,-0.176,0.0267,-0.7898,0.0,0.0,0.3373,25.0,0.0,36.0,1068.78
18482.7952,-0.144,0.0229,-0.8405,0.0,0.0,0.3373,25.0,0.0,36.0,1068.78
18482.7972,-0.188,0.0306,-0.7608,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18482.7972,-0.184,0.0306,-2.0216,0.0,0.0,0.4584,25.0,0.0,36.0,1068.65
18482.7972,-0.174,0.0267,-1.4673,0.0,0.0,0.3373,25.0,0.0,36.0,1068.6
18482.7972,-0.2039,0.0267,-1.3369,0.0,0.0,0.3373,25.0,0.0,36.0,1068.66
18482.8185,-0.2219,0.0267,-1.3948,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18482.8185,-0.2219,0.0191,-1.2028,0.0,0.0,0.3373,25.0,0.0,36.0,1068.67
18482.8185,-0.182,0.0153,-2.2534,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18482.8185,-0.158,0.0153,-0.3515,0.0,0.0,0.3373,25.0,0.0,36.0,1068.96
18482.8185,-0.168,0.0114,-0.6413,0.0,0.0,0.3373,25.0,0.0,36.0,1068.58
18482.8676,-0.2159,0.0114,-3.4634,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18482.8676,-0.2099,0.0076,2.833,0.0,0.0,0.3373,25.0,0.0,36.0,1068.69
18482.8676,-0.134,0.0038,-1.873,0.0,0.0,0.3373,29.46,0.0,36.0,1068.7
18482.8676,-0.15,0.0038,-1.2644,0.0,0.0,0.3373,25.0,0.0,36.0,1068.57
18482.8676,-0.19,0.0076,-1.8477,0.0,0.0,0.3373,25.0,0.0,36.0,1068.66
18482.9344,-0.198,0.0153,-4.5249,0.0,0.0,0.3373,25.0,0.0,36.0,1068.69
18482.9344,-0.134,0.0191,1.2389,0.0,0.0,0.3373,29.46,0.0,36.0,1068.71
18482.9344,-0.2159,0.0229,-2.3802,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18482.9344,-0.164,0.0267,-2.67,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18482.9344,-0.198,0.0267,-0.221,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18482.9763,-0.164,0.0229,-0.145,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18482.9763,-0.198,0.0267,-2.4092,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18482.9763,-0.168,0.0229,-1.0108,0.0,0.0,0.3373,25.0,0.0,36.0,1068.73
18482.9763,-0.184,0.0267,-5.2821,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18482.9763,-0.168,0.0267,-1.1775,0.0,0.0,0.3373,25.0,0.0,36.0,1068.57
18483.0231,-0.168,0.0306,-3.3584,0.0,0.0,0.4584,25.0,0.0,36.0,1069.14
18483.0231,-0.168,0.0267,-3.1519,0.0,0.0,0.3373,25.0,0.0,36.0,1068.64
18483.0231,-0.2039,0.0229,-1.047,0.0,0.0,0.3373,25.0,0.0,36.0,1068.76
18483.0231,-0.178,0.0229,-3.4127,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18483.0231,-0.168,0.0191,-3.1555,0.0,0.0,0.3373,25.0,0.0,36.0,1068.73
18483.0786,-0.174,0.0153,-4.5358,0.0,0.0,0.3373,25.0,0.0,36.0,1068.65
18483.0786,-0.178,0.0229,-4.3148,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18483.0786,-0.13,0.0229,-4.3474,0.0,0.0,0.3373,29.46,0.0,36.0,1068.53
18483.0786,-0.168,0.0229,-0.8876,0.0,0.0,0.3373,25.0,0.0,36.0,1068.57
18483.0786,-0.178,0.0191,-3.496,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18483.1444,-0.186,0.0191,0.989,0.0,0.0,0.3373,25.0,0.0,36.0,1069.11
18483.1444,-0.164,0.0191,-2.2969,0.0,0.0,0.3373,25.0,0.0,36.0,1069.05
18483.1444,-0.182,0.0191,-1.1376,0.0,0.0,0.3373,25.0,0.0,36.0,1068.94
18483.1444,-0.184,0.0191,-2.4382,0.0,0.0,0.3373,25.0,0.0,36.0,1068.94
18483.1444,-0.178,0.0153,-2.2462,0.0,0.0,0.3373,25.0,0.0,36.0,1069.04
18483.1981,-0.2159,0.0114,-3.6047,0.0,0.0,0.3373,25.0,0.0,36.0,1069.12
18483.1981,-0.2139,0.0153,-1.5796,0.0,0.0,0.3373,25.0,0.0,36.0,1069.07
18483.1981,-0.2099,0.0153,-1.2789,0.0,0.0,0.3373,25.0,0.0,36.0,1068.75
18483.1981,-0.154,0.0114,-3.496,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18483.1981,-0.178,0.0114,-1.4528,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18483.2434,-0.19,0.0114,-4.3039,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18483.2434,-0.17,0.0114,-1.0507,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18483.2434,-0.14,0.0114,0.5868,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18483.2434,-0.2079,0.0114,-5.5936,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18483.2434,-0.2059,0.0153,-1.8803,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18483.2766,-0.188,0.0153,-3.583,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18483.2766,-0.2119,0.0191,-4.4017,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18483.2766,-0.2079,0.0153,-1.8078,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18483.2766,-0.2199,0.0153,-2.9852,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18483.2766,-0.182,0.0153,-1.0253,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18483.3242,-0.2059,0.0114,-0.5109,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18483.3242,-0.184,0.0114,0.9636,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18483.3242,-0.188,0.0076,-3.0686,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18483.3242,-0.158,0.0076,-4.0576,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18483.3242,-0.192,0.0114,-1.5252,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18483.3878,-0.196,0.0153,-3.1157,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18483.3878,-0.174,0.0153,-4.6879,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18483.3878,-0.2019,0.0153,1.1375,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18483.3878,-0.174,0.0153,1.1085,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18483.3878,-0.178,0.0191,0.46,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18483.422,-0.2219,0.0191,-5.0321,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18483.422,-0.174,0.0153,-2.6302,0.0,0.0,0.3373,25.0,0.0,36.0,1068.69
18483.422,-0.184,0.0153,-5.043,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18483.422,-0.19,0.0153,-3.1483,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18483.422,-0.194,0.0114,-5.5248,0.0,0.0,0.3373,25.0,0.0,36.0,1068.66
18483.485,-0.2359,0.0114,-2.3404,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18483.485,-0.156,0.0114,-1.3187,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18483.485,-0.174,0.0153,-3.8547,0.0,0.0,0.3373,25.0,0.0,36.0,1068.62
18483.485,-0.188,0.0153,0.0,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18483.485,-0.2019,0.0153,1.6411,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18483.5303,-0.164,0.0114,-3.7279,0.0,0.0,0.3373,25.0,0.0,36.0,1068.78
18483.5303,-0.194,0.0153,-2.1194,0.0,0.0,0.3373,25.0,0.0,36.0,1068.62
18483.5303,-0.188,0.0153,-2.4817,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18483.5303,-0.184,0.0229,-5.7422,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18483.5303,-0.162,0.0229,-3.8692,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18483.5784,-0.168,0.0267,-5.3256,0.0,0.0,0.3373,25.0,0.0,36.0,1068.69
18483.5784,-0.182,0.0267,-0.0798,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18483.5784,-0.2019,0.0344,-3.0577,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18483.5784,-0.2039,0.042,-2.1484,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18483.5784,-0.158,0.042,-0.5906,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18483.6255,-0.2079,0.0497,-3.5359,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18483.6255,-0.192,0.0497,-1.8803,0.0,0.0,0.4584,25.0,0.0,36.0,1068.52
18483.6255,-0.2299,0.0497,-2.67,0.0,0.0,0.4584,25.0,0.0,36.0,1068.87
18483.6255,-0.174,0.0459,-3.9924,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18483.6255,-0.182,0.0459,-1.4854,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18483.6775,-0.182,0.042,-3.7859,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18483.6775,-0.198,0.0382,-2.1991,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18483.6775,-0.2099,0.0344,-5.3147,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18483.6775,-0.178,0.0306,-4.1735,0.0,0.0,0.4584,25.0,0.0,36.0,1068.75
18483.6775,-0.176,0.0306,-1.768,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18483.7236,-0.17,0.0267,-6.1298,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18483.7236,-0.198,0.0306,-4.2858,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18483.7236,-0.2079,0.0306,-4.1554,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18483.7236,-0.2139,0.0306,-2.5179,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18483.7236,-0.178,0.0306,0.1195,0.0,0.0,0.4584,25.0,0.0,36.0,1068.75
18483.7845,-0.186,0.0344,-4.8836,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18483.7845,-0.166,0.0344,-1.2572,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18483.7845,-0.188,0.0344,-2.5469,0.0,0.0,0.4584,25.0,0.0,36.0,1068.65
18483.7845,-0.18,0.0344,-4.0757,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18483.7845,-0.174,0.0306,-2.1447,0.0,0.0,0.4584,25.0,0.0,36.0,1068.66
18483.8307,-0.188,0.0344,-0.5978,0.0,0.0,0.4584,25.0,0.0,36.0,1068.67
18483.8307,-0.17,0.0344,-1.4311,0.0,0.0,0.4584,25.0,0.0,36.0,1068.67
18483.8307,-0.164,0.0344,0.0144,0.0,0.0,0.4584,25.0,0.0,36.0,1068.64
18483.8307,-0.2099,0.0267,-3.6373,0.0,0.0,0.3373,25.0,0.0,36.0,1068.97
18483.8307,-0.2819,0.0306,-1.1956,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18483.8796,-0.166,0.0306,-2.757,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18483.8796,-0.154,0.0267,-3.6591,0.0,0.0,0.3373,25.0,0.0,36.0,1068.69
18483.8796,-0.172,0.0229,-2.6773,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18483.8796,-0.1999,0.0229,-1.3477,0.0,0.0,0.3373,25.0,0.0,36.0,1068.58
18483.8796,-0.1999,0.0229,-1.8549,0.0,0.0,0.3373,25.0,0.0,36.0,1068.66
18483.9276,-0.146,0.0191,2.1374,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18483.9276,-0.158,0.0191,-1.3912,0.0,0.0,0.3373,25.0,0.0,36.0,1068.58
18483.9276,-0.3378,0.0153,-4.5249,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18483.9276,-0.184,0.0191,-4.0829,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18483.9276,-0.164,0.0191,0.9201,0.0,0.0,0.3373,25.0,0.0,36.0,1068.58
18483.9798,-0.16,0.0191,0.163,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18483.9798,-0.192,0.0229,-4.7133,0.0,0.0,0.3373,25.0,0.0,36.0,1068.52
18483.9798,-0.176,0.0306,-1.6194,0.0,0.0,0.4584,25.0,0.0,36.0,1068.75
18483.9798,-0.188,0.0344,-2.1085,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18483.9798,-0.19,0.0344,-4.9198,0.0,0.0,0.4584,25.0,0.0,36.0,1068.57
18484.021,-0.2019,0.0344,-0.529,0.0,0.0,0.4584,25.0,0.0,36.0,1069.15
18484.021,-0.184,0.0344,-0.5688,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18484.021,-0.174,0.0267,-5.7168,0.0,0.0,0.3373,25.0,0.0,36.0,1068.73
18484.021,-0.2019,0.0306,-2.6664,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18484.021,-0.2019,0.0267,-3.3548,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18484.0876,-0.2159,0.0267,-3.9272,0.0,0.0,0.3373,25.0,0.0,36.0,1068.64
18484.0876,-0.184,0.0191,-1.1593,0.0,0.0,0.3373,25.0,0.0,36.0,1068.73
18484.0876,-0.18,0.0229,-5.9125,0.0,0.0,0.3373,25.0,0.0,36.0,1068.54
18484.0876,-0.188,0.0267,-1.4202,0.0,0.0,0.3373,25.0,0.0,36.0,1068.67
18484.0876,-0.2319,0.0306,-0.913,0.0,0.0,0.4584,25.0,0.0,36.0,1068.65
18484.1317,-0.2179,0.0306,-3.7496,0.0,0.0,0.4584,25.0,0.0,36.0,1069.06
18484.1317,-0.2459,0.0267,-4.0793,0.0,0.0,0.3373,25.0,0.0,36.0,1069.05
18484.1317,-0.192,0.0267,-2.0868,0.0,0.0,0.3373,25.0,0.0,36.0,1068.95
18484.1317,-0.2039,0.0306,-2.9526,0.0,0.0,0.4584,25.0,0.0,36.0,1068.94
18484.1317,-0.2099,0.0229,0.1412,0.0,0.0,0.3373,25.0,0.0,36.0,1069.07
18484.1792,-0.2279,0.0191,-0.0182,0.0,0.0,0.3373,25.0,0.0,36.0,1069.06
18484.1792,-0.2579,0.0191,-4.1445,0.0,0.0,0.3373,25.0,0.0,36.0,1069.09
18484.1792,-0.178,0.0191,-1.6702,0.0,0.0,0.3373,25.0,0.0,36.0,1068.62
18484.1792,-0.184,0.0191,-0.2645,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18484.1792,-0.18,0.0191,-4.0069,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18484.2285,-0.152,0.0191,2.2461,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18484.2285,-0.19,0.0229,-0.8369,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.2285,-0.2579,0.0191,-3.2026,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.2285,-0.184,0.0191,-4.985,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.2285,-0.18,0.0191,-3.6301,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.2749,-0.184,0.0229,-0.4565,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.2749,-0.174,0.0191,-2.9454,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.2749,-0.2679,0.0153,-3.7424,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.2749,-0.188,0.0153,-4.2858,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18484.2749,-0.156,0.0114,-2.5614,0.0,0.0,0.3373,25.0,0.0,36.0,1068.58
18484.3217,-0.2179,0.0114,-1.2535,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18484.3217,-0.164,0.0076,-4.5358,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18484.3217,-0.2119,0.0076,0.0543,0.0,0.0,0.3373,25.0,0.0,36.0,1068.69
18484.3217,-0.194,0.0076,1.2426,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18484.3217,-0.178,0.0076,-1.8658,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.3856,-0.152,0.0153,-0.1196,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18484.388,-0.156,0.0153,-2.3585,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18484.388,-0.2099,0.0191,-3.0215,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.388,-0.2579,0.0229,-3.833,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18484.388,-0.18,0.0267,-2.5614,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18484.4319,-0.188,0.0306,-3.333,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18484.4319,-0.168,0.0344,-0.9818,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18484.4319,-0.194,0.0344,-1.6049,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18484.4319,-0.188,0.0344,2.0034,0.0,0.0,0.4584,25.0,0.0,36.0,1068.81
18484.4319,-0.198,0.0344,-1.9709,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18484.469,-0.17,0.0306,-3.7424,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18484.469,-0.194,0.0306,-2.5251,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18484.469,-0.19,0.0229,-4.0866,0.0,0.0,0.3373,25.0,0.0,36.0,1068.78
18484.469,-0.2059,0.0267,-3.7678,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18484.469,-0.2119,0.0267,-4.1119,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18484.5269,-0.148,0.0344,0.3514,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18484.5269,-0.19,0.0344,-1.489,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18484.5269,-0.2039,0.0344,-2.9381,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18484.5269,-0.162,0.0306,-1.1014,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18484.5269,-0.2279,0.0267,-2.3657,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18484.5738,-0.178,0.0229,-3.1193,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18484.5738,-0.188,0.0267,-3.9308,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18484.5738,-0.168,0.0267,-2.5831,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18484.5738,-0.148,0.0229,-2.1955,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18484.5738,-0.2079,0.0267,1.2716,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18484.6274,-0.184,0.0267,-5.2821,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18484.6274,-0.162,0.0267,-2.373,0.0,0.0,0.3373,25.0,0.0,36.0,1068.52
18484.6313,-0.18,0.0267,-0.7536,0.0,0.0,0.3373,25.0,0.0,36.0,1068.88
18484.6313,-0.178,0.0267,-0.529,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18484.6313,-0.174,0.0229,-0.6413,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18484.7002,-0.138,0.0229,-2.2643,0.0,0.0,0.3373,25.0,0.0,36.0,1068.69
18484.7002,-0.188,0.0229,-0.3986,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18484.7002,-0.182,0.0267,-4.1989,0.0,0.0,0.3373,25.0,0.0,36.0,1068.66
18484.7002,-0.192,0.0306,-1.0217,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18484.7002,-0.194,0.0267,-1.8187,0.0,0.0,0.3373,25.0,0.0,36.0,1068.78
18484.7475,-0.198,0.0267,-1.8368,0.0,0.0,0.3373,25.0,0.0,36.0,1068.73
18484.7475,-0.162,0.0306,-0.5072,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18484.7475,-0.184,0.0267,-3.3222,0.0,0.0,0.3373,25.0,0.0,36.0,1068.78
18484.7475,-0.168,0.0267,-2.344,0.0,0.0,0.3373,25.0,0.0,36.0,1068.73
18484.7475,-0.2079,0.0306,-3.1483,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18484.7792,-0.188,0.0344,-0.0073,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18484.7792,-0.154,0.0344,-1.5723,0.0,0.0,0.4584,25.0,0.0,36.0,1068.65
18484.7792,-0.146,0.0344,-1.3079,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18484.7792,-0.18,0.0344,-0.0254,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18484.7792,-0.2079,0.0344,-2.1013,0.0,0.0,0.4584,25.0,0.0,36.0,1068.66
18484.8292,-0.13,0.0306,-0.3949,0.0,0.0,0.4584,29.46,0.0,36.0,1068.7
18484.8292,-0.2099,0.0306,-3.0033,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
