eps_act_pct,d_act_mm,dL_pct,dR_pct
0.125,19.29,-0.7419140112522316,-0.017770055482062116
15.0,29.9,9.397374013499604,9.05420765884059
25.52,17.77,15.704401837157356,15.533002941931407
24.1467,29.93,15.462627343027236,14.589215550772996
21.895,11.7,11.856691688993038,13.100479791498016
10.3333,23.85,6.043796103409527,5.976661993800225
26.6617,5.62,10.484975005977537,16.228009556340947
0.0,20.81,-0.6637500264532137,-0.2586530297944597
13.3017,25.37,7.772780422925929,7.3943175311469584
9.4583,19.29,4.826115106073048,5.2777064781724485
11.25,4.92,-1.2771198270334683,6.451612903225806
7.4633,17.77,3.5478387495704977,4.1917586431575415
16.01,29.93,10.045253928160779,9.506979682903232
6.1617,10.18,0.3772085357679478,2.9557525618496654
2.5,30.24,1.2901071984984913,1.3522517932034648
5.0,2.96,-10.89850815844372,2.90832124799122
